Word,Definitions
Seele,"Seele f (genitive Seele, plural Seelen, diminutive Seelchen n); soul; mind, spirit; human being, soul; bore (of a gun); swim bladder; core (of an electric cable); (dated or colloquial) inhabitant (of a municipality); (lutherie) sound post"
gefangen,"gefangen (strong nominative masculine singular gefangener, not comparable); caught; imprisoned; trapped"
Schlüssel,"Schlüssel m (strong, genitive Schlüssels, plural Schlüssel, diminutive Schlüsselchen n or Schlüssellein n); a key; a bunch of keys; grammatically singular, used instead of Schlüsselbund, especially with possessive determiner; Short for certain compounds, such as Schraubenschlüssel (“screw-wrench”) or Notenschlüssel (“clef”)."
Schreibtisch,"Schreibtisch m (strong, genitive Schreibtisches or Schreibtischs, plural Schreibtische); desk, cabinet (any table, frame, or case for the use of writers and readers; also a place for storing the papers)"
versehen,"versehen (class 5 strong, third-person singular present versieht, past tense versah, past participle versehen, past subjunctive versähe, auxiliary haben); (transitive) to perform (a service or duty); (transitive) to hold (an office); to emblazon with; to provide with; (takes a reflexive pronoun) to make a mistake; (archaic, takes a reflexive pronoun) to expect"
Unternehmung,"Unternehmung f (genitive Unternehmung, plural Unternehmungen); undertaking; (business, rare) business, enterprise, company"
Vereinbarung,"Vereinbarung f (genitive Vereinbarung, plural Vereinbarungen); agreement, arrangement; booking (e.g., of an appointment)"
verrückt,"verrückt (strong nominative masculine singular verrückter, comparative verrückter, superlative am verrücktesten); crazy, mad"
Handlung,"Handlung f (genitive Handlung, plural Handlungen); plot (e.g. of a play); deed (result of an act); action, act"
vertraut,"vertraut (strong nominative masculine singular vertrauter, comparative vertrauter, superlative am vertrautesten); close, intimate; familiar"
einbeziehen,"einbeziehen (class 2 strong, third-person singular present bezieht ein, past tense bezog ein, past participle einbezogen, past subjunctive bezöge ein, auxiliary haben); to include; to integrate (into)"
Ferne,"Ferne f (genitive Ferne, plural Fernen); distance; (in the plural) distant lands; future, past"
ausfallen,"ausfallen (class 7 strong, third-person singular present fällt aus, past tense fiel aus, past participle ausgefallen, auxiliary sein); to fail, malfunction; to be canceled; (colloquial) to turn out"
wozu,"wozu; (interrogative) for what reason, to what purpose, what for, why?; (interrogative) to what, for what, etc.; (relative) for which reason, to which purpose; (relative) to which, for which, etc."
abwarten,"abwarten (weak, third-person singular present wartet ab, past tense wartete ab, past participle abgewartet, auxiliary haben); (transitive) to await; to wait for; (intransitive)  to wait and see (await the course of events before taking action); (transitive) to wait through (until the end); (intransitive) to wait around, to be patient"
Café,"Café n (strong, genitive Cafés, plural Cafés); a café, a coffee shop; (obsolete or nonstandard) coffee"
wundern,"wundern (weak, third-person singular present wundert, past tense wunderte, past participle gewundert, auxiliary haben); (transitive) to surprise; (reflexive) to be surprised; (reflexive, with über + accusative) to wonder"
abbauen,"abbauen (weak, third-person singular present baut ab, past tense baute ab, past participle abgebaut, auxiliary haben); to dismantle, disassemble; (transitive, mining) to mine (an ore); (transitive, medicine) to degrade, metabolise; (transitive) to relieve, reduce (e.g. stress)"
Erzählung,"Erzählung f (genitive Erzählung, plural Erzählungen); tale, story; narration; narrative (presentation of an event or story in a way to promote a certain point of view)"
erstaunlich,"erstaunlich (strong nominative masculine singular erstaunlicher, comparative erstaunlicher, superlative am erstaunlichsten); amazing, wondrous, astonishing"
Wahrnehmung,"Wahrnehmung f (genitive Wahrnehmung, plural Wahrnehmungen); perception"
glatt,"glatt (strong nominative masculine singular glatter, comparative glatter, superlative am glattesten); without roughness or unevenness: smooth; sleek, slick; even; clean (of a shave or cut); straight (of hair); slippery (from e.g. ice, but not from grease); (figurative) smooth (without difficulty, problems, or unexpected consequences or incidents); (informal) clear, unequivocal; (mathematics, of a function) smooth (being infinitely differentiable); (mathematics, of an integer) smooth (having bounded prime factors); (weaponry) smoothbore; (Switzerland) funny; (obsolete) pretty"
winzig,"winzig (strong nominative masculine singular winziger, comparative winziger, superlative am winzigsten); minute, tiny (very small)"
Gedicht,"Gedicht n (strong, genitive Gedichtes or Gedichts, plural Gedichte); poem"
Äußerung,"Äußerung f (genitive Äußerung, plural Äußerungen); utterance; statement"
einbauen,"einbauen (weak, third-person singular present baut ein, past tense baute ein, past participle eingebaut, auxiliary haben); to build in, to build into, to install"
ernsthaft,"ernsthaft (strong nominative masculine singular ernsthafter, not comparable); (important; weighty) serious"
Angestellte,"Angestellte f (adjectival, definite nominative die Angestellte, genitive Angestellter, definite genitive der Angestellten, plural Angestellte, definite plural die Angestellten, masculine Angestellter); female equivalent of Angestellter: female employee/worker/clerk/servant/staffer/staff member"
Datei,"Datei f (genitive Datei, plural Dateien); (computing) file; (officialese, legalese) file, register"
Begegnung,"Begegnung f (genitive Begegnung, plural Begegnungen); encounter, meeting; (sports) match"
aufeinander,"aufeinander; one another, each other"
golden,"golden (strong nominative masculine singular goldener, comparative goldener, superlative am goldensten); golden; gold (made of gold); golden (gold-coloured)"
dorthin,dorthin; there (to that place)
Dienstleistung,"Dienstleistung f (genitive Dienstleistung, plural Dienstleistungen); service, provision of services"
ordnen,"ordnen (weak, third-person singular present ordnet, past tense ordnete, past participle geordnet, auxiliary haben); (transitive) to put in order, to order, to arrange"
Vielzahl,"Vielzahl f (genitive Vielzahl, no plural); multitude"
Träger,"Träger m (strong, genitive Trägers, plural Träger, feminine Trägerin); agent noun of tragen; carrier, support; girder, beam; strap (of a dress); (mathematics) support"
Tonne,"Tonne f (genitive Tonne, plural Tonnen, diminutive Tönnchen n); barrel, vat, tun, drum; tonne, ton, metric ton; (nautical) buoy"
Trend,"Trend m (strong, genitive Trends, plural Trends); trend (tendency, direction of development); trend (fab, fashion, popular inclination)"
Kanton,"Kanton m (strong, genitive Kantons, plural Kantone); canton (state of Switzerland); (heraldry) canton"
Keller,"Keller m (strong, genitive Kellers, plural Keller); cellar; basement"
Gründung,"Gründung f (genitive Gründung, plural Gründungen); foundation (act of founding)"
Verwandte,"Verwandte f (adjectival, definite nominative die Verwandte, genitive Verwandter, definite genitive der Verwandten, plural Verwandte, definite plural die Verwandten, masculine Verwandter); female equivalent of Verwandter: female relative"
interpretieren,"interpretieren (weak, third-person singular present interpretiert, past tense interpretierte, past participle interpretiert, auxiliary haben); to interpret (to explain or tell the meaning of; to apprehend and represent by means of art); (music) to perform"
Operation,"Operation f (genitive Operation, plural Operationen); (surgery, military, mathematics, computer science) operation"
neigen,"neigen (weak, third-person singular present neigt, past tense neigte, past participle geneigt, auxiliary haben); (transitive) to incline, slant, tilt, bend, lower (move something in some direction by bowing or turning slightly); (reflexive or intransitive) to incline, slant, lean, bow (intransitive use always requires an adverb of place); (intransitive, with zu) to be inclined, tend towards, have a preference for"
Qualifikation,"Qualifikation f (genitive Qualifikation, plural Qualifikationen); qualification"
scheinbar,scheinbar; apparently (seemingly)
raten,"raten (class 7 strong, third-person singular present rät, past tense riet, past participle geraten, auxiliary haben); (intransitive) to advise; to recommend; (transitive) to guess"
sanft,"sanft (strong nominative masculine singular sanfter, comparative sanfter, superlative am sanftesten); gentle"
hübsch,"hübsch (strong nominative masculine singular hübscher, comparative hübscher, superlative am hübschesten); pretty, handsome"
umso,"umso; the (forming the parallel comparative with je); all the more, so much (the)"
Konto,"Konto n (strong, genitive Kontos, plural Konten or (chiefly Switzerland) Konti or (uncommon) Kontos); account; bank account; (Internet) account"
Variante,"Variante f (genitive Variante, plural Varianten); variant; (board games) variation"
vergeben,"vergeben (class 5 strong, third-person singular present vergibt, past tense vergab, past participle vergeben, past subjunctive vergäbe, auxiliary haben); (transitive or intransitive, + dative) to forgive; (transitive) to assign; to allocate; to give (a job); to give or set (a task); to award (a contract), to give away [+ an (accusative)]"
städtisch,"städtisch (strong nominative masculine singular städtischer, comparative städtischer, superlative am städtischsten); urban; municipal"
schmecken,"schmecken (weak, third-person singular present schmeckt, past tense schmeckte, past participle geschmeckt, auxiliary haben); (copulative, often with nach (like)) to taste (good, bad, sweet, salty, etc.); to enjoy (the taste of something); (intransitive, sometimes with dative) to taste good"
Vielfalt,"Vielfalt f (genitive Vielfalt, no plural); (with an or von) variety (of); diversity"
Sammlung,"Sammlung f (genitive Sammlung, plural Sammlungen); collection; raising; gathering; contemplation, concentration, composure"
Aufwendungen,Aufwendungen f; plural of Aufwendung
akademisch,"akademisch (strong nominative masculine singular akademischer, comparative akademischer, superlative am akademischsten); academic"
Berechnung,"Berechnung f (genitive Berechnung, plural Berechnungen); calculation; (computing) computation"
Zahlung,"Zahlung f (genitive Zahlung, plural Zahlungen); payment"
wirksam,"wirksam (strong nominative masculine singular wirksamer, comparative wirksamer, superlative am wirksamsten); effective"
ablegen,"ablegen (weak, third-person singular present legt ab, past tense legte ab, past participle abgelegt, auxiliary haben); to take off; to put aside; take (an exam, an oath); to make (a confession); (intransitive, nautical) to set sail; to depart; to cast off [auxiliary haben]"
ärgern,"ärgern (weak, third-person singular present ärgert, past tense ärgerte, past participle geärgert, auxiliary haben); (transitive) to annoy, to make angry (+accusative); (reflexive) to be annoyed, to be angry, to get annoyed, to get angry"
bedecken,"bedecken (weak, third-person singular present bedeckt, past tense bedeckte, past participle bedeckt, auxiliary haben); to cover; (gamekeeping) to make mate"
aufregen,"aufregen (weak, third-person singular present regt auf, past tense regte auf, past participle aufgeregt, auxiliary haben); (transitive) to excite; (reflexive) to annoy, to upset"
Bestand,"Bestand m (strong, genitive Bestandes or Bestands, plural Bestände); stock, inventory; portfolio; (forestry) population; durable existence, persistence; duration; continuance; (Austria, Southern German) lease"
zusammensetzen,"zusammensetzen (weak, third-person singular present setzt zusammen, past tense setzte zusammen, past participle zusammengesetzt, auxiliary haben); to assemble, compose (put together)"
beugen,"beugen (weak, third-person singular present beugt, past tense beugte, past participle gebeugt, auxiliary haben); (transitive) to bend something, to bow something; (reflexive) to bend; to bend over; to bow; (reflexive, with dative, figurative) to give in to; to cease to resist or disagree; (transitive, grammar) to inflect; to decline, conjugate, etc."
Arbeiter,"Arbeiter m (strong, genitive Arbeiters, plural Arbeiter, feminine Arbeiterin); agent noun of arbeiten; worker (male or of unspecified gender)"
Entwurf,"Entwurf m (strong, genitive Entwurfes or Entwurfs, plural Entwürfe); draft; design, model, sketch"
ausweisen,"ausweisen (class 1 strong, third-person singular present weist aus, past tense wies aus, past participle ausgewiesen, auxiliary haben); to expel (from a country); to designate, to demarcate (an area as/for something); to identify someone as something; (finance) show, display; (reflexive) to prove one's identity"
Bauch,"Bauch m (strong, genitive Bauches or Bauchs, plural Bäuche, diminutive Bäuchlein n or Bäuchelchen n); abdomen, belly"
Aufwand,"Aufwand m (strong, genitive Aufwandes or Aufwands, plural Aufwände); expense; expenditure"
beliebt,"beliebt (strong nominative masculine singular beliebter, comparative beliebter, superlative am beliebtesten); popular; admired"
bereiten,"bereiten (weak, third-person singular present bereitet, past tense bereitete, past participle bereitet, auxiliary haben); (meals, coffee, etc.) to prepare, to make; (pleasure, trouble, etc.) to give, to cause"
abstimmen,"abstimmen (weak, third-person singular present stimmt ab, past tense stimmte ab, past participle abgestimmt, auxiliary haben); to vote; (reflexive) sich abstimmen: to coordinate or synchronise with someone:"
Entwicklungsland,"Entwicklungsland n (strong, genitive Entwicklungslandes or Entwicklungslands, plural Entwicklungsländer); developing country"
anregen,"anregen (weak, third-person singular present regt an, past tense regte an, past participle angeregt, auxiliary haben); to encourage; (physics) to excite"
ausbauen,"ausbauen (weak, third-person singular present baut aus, past tense baute aus, past participle ausgebaut, auxiliary haben); to extend"
entziehen,"entziehen (class 2 strong, third-person singular present entzieht, past tense entzog, past participle entzogen, past subjunctive entzöge, auxiliary haben); to revoke (a right or permission); to withdraw (to remove, stop providing); to extract (to withdraw by a mechanical or chemical process); (reflexive) to shirk, escape, avoid (one's responsibilities, the consequences of one's actions, etc.)"
Kern,"Kern m (strong, genitive Kernes or Kerns, plural Kerne); (also mathematics) kernel; grain; core, nucleus; (physics, chemistry) nucleus; pit, pip, stone (of a fruit)"
Hose,"Hose f (genitive Hose, plural Hosen, diminutive Höschen n or Höslein n); trousers"
hierfür,"hierfür; for this (purpose), therefore"
Impuls,"Impuls m (strong, genitive Impulses, plural Impulse); impulse, momentum; impetus; stimulus, incentive; (physics) momentum"
herzlich,"herzlich (strong nominative masculine singular herzlicher, comparative herzlicher, superlative am herzlichsten); warm, warmhearted, friendly, affectionate, cordial; hearty"
etliche,"etliche; (indefinite) scores (of), a number (of), several, quite a few (of)"
mangeln,"mangeln (weak, third-person singular present mangelt, past tense mangelte, past participle gemangelt, auxiliary haben); (impersonal, often with an (in) + dative) to lack, to want"
gewöhnen,"gewöhnen (weak, third-person singular present gewöhnt, past tense gewöhnte, past participle gewöhnt, auxiliary haben); (accusative reflexive, with an + accusative) to get used to; to accustom oneself to; to adapt to"
klopfen,"klopfen (weak, third-person singular present klopft, past tense klopfte, past participle geklopft, auxiliary haben); to knock, to rap (strike rather gently with something hard); (physiology, of the heart) to throb; to beat quickly or audibly"
erfinden,"erfinden (class 3 strong, third-person singular present erfindet, past tense erfand, past participle erfunden, past subjunctive erfände, auxiliary haben); (transitive) to invent; (transitive) to fabricate (something untrue); to make up (a story); (transitive) to find out, to discover"
herkommen,"herkommen (class 4 strong, third-person singular present kommt her, past tense kam her, past participle hergekommen, past subjunctive käme her, auxiliary sein); (intransitive) to come over, come here (towards the speaker); to come from"
Finanzierung,"Finanzierung f (genitive Finanzierung, plural Finanzierungen); financing, funding"
experimentell,"experimentell (strong nominative masculine singular experimenteller, not comparable); experimental"
grinsen,"grinsen (weak, third-person singular present grinst, past tense grinste, past participle gegrinst, auxiliary haben); to grin"
Kapital,"Kapital n (strong, genitive Kapitals or (rare) Kapitales, plural (rare) Kapitale or Kapitalien); (economics, Marxism, rarely in the plural) capital; (East Germany, only singular) capitalists collectively"
rauchen,"rauchen (weak, third-person singular present raucht, past tense rauchte, past participle geraucht, auxiliary haben); to smoke"
rechtzeitig,"rechtzeitig (strong nominative masculine singular rechtzeitiger, not comparable); punctual"
klagen,"klagen (weak, third-person singular present klagt, past tense klagte, past participle geklagt, auxiliary haben); (intransitive) to complain (to express feelings of pain, dissatisfaction, or resentment); (intransitive) to wail, lament; (law, transitive) to sue; (law, transitive, Austria) to sue someone"
Fachhochschule,"Fachhochschule f (genitive Fachhochschule, plural Fachhochschulen); Fachhochschule (university of applied science)"
Fernseher,"Fernseher m (strong, genitive Fernsehers, plural Fernseher); a television set, a TV; a television viewer (person)"
faszinieren,"faszinieren (weak, third-person singular present fasziniert, past tense faszinierte, past participle fasziniert, auxiliary haben); to fascinate"
primär,"primär (strong nominative masculine singular primärer, comparative primärer, superlative am primärsten); primary (of first rank, great importance); primary, original (direct, not derived)"
Motor,"Motor m (mixed, genitive Motors, plural Motoren); engine (mechanical device)"
Rang,"Rang m (strong, genitive Ranges or Rangs, plural Ränge); rank"
erbringen,"erbringen (irregular weak, third-person singular present erbringt, past tense erbrachte, past participle erbracht, past subjunctive erbrächte, auxiliary haben); to render, yield, produce, give, furnish"
rollen,"rollen (weak, third-person singular present rollt, past tense rollte, past participle gerollt, auxiliary haben or sein); (intransitive, of something round) to roll [auxiliary sein]; (transitive) to roll (something round, e.g. a wheel) [auxiliary haben]; (transitive) to roll (something on its wheels) [auxiliary haben]"
Zahn,"Zahn m (strong, genitive Zahnes or Zahns, plural Zähne, diminutive Zähnchen n or Zähnlein n); tooth; fang; tusk; cog, tine"
Republik,"Republik f (genitive Republik, plural Republiken); republic (type of state)"
Salz,"Salz n (strong, genitive Salzes, plural Salze); (uncountable) salt, table salt, sal; (Internet slang) salt"
ungewöhnlich,"ungewöhnlich (strong nominative masculine singular ungewöhnlicher, comparative ungewöhnlicher, superlative am ungewöhnlichsten); uncommon, unusual, unordinary"
Wahlkampf,"Wahlkampf m (strong, genitive Wahlkampfs or Wahlkampfes, plural Wahlkämpfe); election campaign, run for office"
Schilling,"Schilling m (strong, genitive Schillings, plural Schilling or Schillinge); schilling (Austrian pre-Euro currency); shilling"
Wolke,"Wolke f (genitive Wolke, plural Wolken, diminutive Wölkchen n or Wölklein n); cloud, a visible mass of condensed water droplets in the air; cloud, made of steam, ash, smoke or anything that resembles such a mass (may also be Schwaden or Schwade in this sense); nebula, enormous masses of interstellar dust and hydrogen in outerspace (may also be Nebel in this sense)"
zustimmen,"zustimmen (weak, third-person singular present stimmt zu, past tense stimmte zu, past participle zugestimmt, auxiliary haben); (with dative object) to agree to/on/with something; (with dative object) to agree with (someone), to be in accord with; (with infinitive clause) to agree to (do something)"
atmen,"atmen (weak, third-person singular present atmet, past tense atmete, past participle geatmet, auxiliary haben); to breathe"
vorübergehend,"vorübergehend (strong nominative masculine singular vorübergehender, not comparable); temporary"
Behinderung,"Behinderung f (genitive Behinderung, plural Behinderungen); handicap, disability; hindrance, impediment"
vorübergehen,"vorübergehen (class 7 strong, third-person singular present geht vorüber, past tense ging vorüber, past participle vorübergegangen, auxiliary sein); (intransitive) to pass by, to pass over, to pass"
kommen,"kommen (class 4 strong, third-person singular present kommt, past tense kam, past participle gekommen, past subjunctive käme, auxiliary sein); (intransitive) to come; to arrive; (intransitive) to come to; to come over (go somewhere so as to join someone else); (intransitive) to get; to make it (go somewhere in a way that implies an obstacle or difficulty to be overcome); (intransitive) to go to; to be put in (go somewhere in a way that is predetermined or prearranged); (intransitive, imperative, often with schon) to come on (Used to encourage someone to do something.); (intransitive, impersonal) to occur; to happen; to come to be; (impersonal) to be played (of a song or film); (intransitive, with von or durch) to be due to; to be the result of; (intransitive) to come from (to have a social or geographic background) [+ aus (dative)]; (intransitive, personal or impersonal + dative) to orgasm; to cum; (intransitive) to be statistically equivalent to; to be there for [+ auf (accusative)]; (intransitive) to obtain (a solution or result) [+ auf (accusative)]; (intransitive) to get an idea; to think of; to remember; to imagine [+ auf (accusative)]; (intransitive) to lose; to forfeit; not to get [+ um (object)]; (intransitive, with an or gegen + accusative) to touch inadvertently; (intransitive) to manage to reach (something high up etc.) [+ an (accusative)]; (colloquial, copulative, with gut or in Ordnung) to turn out (well)"
übel,"übel (strong nominative masculine singular übler or (rare, archaic) übeler, not comparable); bad, evil, terrible (not good, in quality or morality); (impersonal with dative) unwell, sick, queasy, nauseous"
Stil,"Stil m (strong, genitive Stiles or Stils, plural Stile); style"
Regisseur,"Regisseur m (strong, genitive Regisseurs, plural Regisseure, feminine Regisseurin); (film, theater or opera) director (male or of unspecified gender); (figuratively, metaphorically) trainer, coach (male or of unspecified gender)"
zustande,zustande; Only used in zustande kommen etc.
vereinen,"vereinen (weak, third-person singular present vereint, past tense vereinte, past participle vereint, auxiliary haben); to unite; to join (together); to combine"
verständlich,"verständlich (strong nominative masculine singular verständlicher, comparative verständlicher, superlative am verständlichsten); understandable, comprehensible"
bequem,"bequem (strong nominative masculine singular bequemer, comparative bequemer, superlative am bequemsten); comfortable, convenient; relaxed, easy (avoiding difficulties, effort, work); (archaic) suitable, fit"
Anstrengung,"Anstrengung f (genitive Anstrengung, plural Anstrengungen); effort; strenuousness, strain"
absolvieren,"absolvieren (weak, third-person singular present absolviert, past tense absolvierte, past participle absolviert, auxiliary haben); to pass (successfully complete); (theology) to absolve (pronounce free or give absolution from sin)"
Vermittlung,"Vermittlung f (genitive Vermittlung, plural Vermittlungen); intermediation; agency; (telephony, machine) switching; (telephony, person) operator"
versetzen,"versetzen (weak, third-person singular present versetzt, past tense versetzte, past participle versetzt, auxiliary haben); to move, displace, especially something heavy or fixed; to transfer (to another position, location, etc.); (school) to promote, allow to pass (to the next grade); to put (someone in some mental state); to sell or pawn, especially pieces of one’s private possessions; to deal (a blow); (dated) to say, reply, retort"
laden,"laden (class 6 strong, third-person singular present lädt, past tense lud, past participle geladen, past subjunctive lüde, auxiliary haben); (transitive, intransitive) to load (something) e.g. into a container or onto a vehicle, to load up; (transitive, intransitive, weaponry) to load (some weapon); (transitive, computing) to load (some data) from a store; (transitive, computing) to download from a network; (transitive, engineering) to charge (a battery or capacitor) with electricity"
Kooperation,"Kooperation f (genitive Kooperation, plural Kooperationen); cooperation"
Einwohner,"Einwohner m (strong, genitive Einwohners, plural Einwohner, feminine Einwohnerin); inhabitant (anyone who lives or dwells in something, especially a country, region, settlement); (generally obsolete, still biblical) an inhabitant without the full rights of a citizen; now used in the form Inwohner in historic terminology"
Bord,"Bord n (strong, genitive Bordes or Bords, plural Borde); shelf (board fixed to the wall); (heraldry) bordure"
Symbol,"Symbol n (strong, genitive Symbols or (rare) Symboles, plural Symbole); symbol, icon"
Trennung,"Trennung f (genitive Trennung, plural Trennungen); separation, parting"
Eingriff,"Eingriff m (strong, genitive Eingriffes or Eingriffs, plural Eingriffe); intervention; (medicine) operation"
überwinden,"überwinden (class 3 strong, third-person singular present überwindet, past tense überwand, past participle überwunden, past subjunctive überwände, auxiliary haben); (transitive) to overcome, to get over"
ökologisch,"ökologisch (strong nominative masculine singular ökologischer, comparative ökologischer, superlative am ökologischsten); ecologic, ecological; environmental"
Dichter,"Dichter m (strong, genitive Dichters, plural Dichter, feminine Dichterin); poet (male or of unspecified gender)"
Fan,"Fan m (strong, genitive Fans, plural Fans); fan, devotee"
errichten,"errichten (weak, third-person singular present errichtet, past tense errichtete, past participle errichtet, auxiliary haben); to build, construct"
Hütte,"Hütte f (genitive Hütte, plural Hütten, diminutive Hüttchen n); hut, cabin, shack, cottage (small house, typically built of light materials rather than stone); metalworks, ironworks (factory that produces metal)"
lehnen,"lehnen (weak, third-person singular present lehnt, past tense lehnte, past participle gelehnt, auxiliary haben); (intransitive or reflexive) to lean; (transitive) to lean something"
Stasi,"die Stasi f (proper noun, usually definite, definite genitive der Stasi); Stasi"
Täter,"Täter m (strong, genitive Täters, plural Täter, feminine Täterin); (law) perpetrator, delinquent; (in a general sense rare) doer, one who does"
Übertragung,"Übertragung f (genitive Übertragung, plural Übertragungen); transmission; transfer; translation"
herausfinden,"herausfinden (class 3 strong, third-person singular present findet heraus, past tense fand heraus, past participle herausgefunden, past subjunctive fände heraus, auxiliary haben); to find out; to figure out"
Handy,"Handy n (strong, genitive Handys, plural Handys or (now nonstandard) Handies); (mobile telephony) mobile phone, mobile, cell phone, phone (portable, wireless telephone)"
schlicht,"schlicht (strong nominative masculine singular schlichter, comparative schlichter, superlative am schlichtesten); plain, simple, artless, natural"
Hamburger,"Hamburger (indeclinable, no predicative form); (relational) of Hamburg"
Frankfurter,"Frankfurter m (strong, genitive Frankfurters, plural Frankfurter, feminine Frankfurterin); Frankfurter"
Tour,"Tour f (genitive Tour, plural Touren); tour"
qualifizieren,"qualifizieren (weak, third-person singular present qualifiziert, past tense qualifizierte, past participle qualifiziert, auxiliary haben); (transitive) to qualify (to make someone competent or eligible); (reflexive) to qualify (to become competent or eligible)"
Berücksichtigung,"Berücksichtigung f (genitive Berücksichtigung, plural Berücksichtigungen); consideration, provision, allowance"
bedrohen,"bedrohen (weak, third-person singular present bedroht, past tense bedrohte, past participle bedroht, auxiliary haben); to threaten, menace"
weiblich,"weiblich (strong nominative masculine singular weiblicher, not comparable); female; (grammar) feminine"
Verfassung,"Verfassung f (genitive Verfassung, plural Verfassungen); constitution; condition, state; (government, law) constitution; writing, composition, drafting"
bewerben,"bewerben (class 3 strong, third-person singular present bewirbt, past tense bewarb, past participle beworben, past subjunctive bewürbe, auxiliary haben); (reflexive) to apply (submit oneself as a candidate); (reflexive, formal) to try to win (a favour); to court; (transitive) to advertise"
aufmachen,"aufmachen (weak, third-person singular present macht auf, past tense machte auf, past participle aufgemacht, auxiliary haben); (transitive or intransitive) to open (a container, a door or window); (transitive or intransitive) to open for business; (reflexive) to get ready; to set out; (dated, colloquial) to put up; to hang (curtains, a poster etc.)"
verleihen,"verleihen (class 1 strong, third-person singular present verleiht, past tense verlieh, past participle verliehen, auxiliary haben); to award (someone an honor, a medal, etc); to confer (a title or degree upon someone); to lend (something to someone, for a finite period of time); to vest (a power in someone), to give (a right to someone); to give (an attribute to something)"
vorhin,vorhin; recently (some short time ago); just (moments ago)
Architekt,"Architekt m (weak, genitive Architekten, plural Architekten, feminine Architektin); architect (male or of unspecified gender)"
bewerten,"bewerten (weak, third-person singular present bewertet, past tense bewertete, past participle bewertet, auxiliary haben); to evaluate, assess"
bearbeiten,"bearbeiten (weak, third-person singular present bearbeitet, past tense bearbeitete, past participle bearbeitet, auxiliary haben); (transitive) to edit; (transitive) to work on something; (transitive) to process (documents, forms, etc.); (transitive, informal) to hit, to strike, to bat"
ausdrücklich,"ausdrücklich (strong nominative masculine singular ausdrücklicher, comparative ausdrücklicher, superlative am ausdrücklichsten); explicit, express"
attraktiv,"attraktiv (strong nominative masculine singular attraktiver, comparative attraktiver, superlative am attraktivsten); attractive, fetching; handsome"
vermögen,"vermögen (preterite-present, third-person singular present vermag, past tense vermochte, past participle vermocht, past subjunctive vermöchte, auxiliary haben); (transitive) to be able to; may [+ zu (infinitive)]; (transitive, takes accusative and infinitive with zu) to cause someone to do something, to impel"
Aufmerksamkeit,"Aufmerksamkeit f (genitive Aufmerksamkeit, plural Aufmerksamkeiten); attention, mindfulness, attentiveness; care, courtesy, regard, thoughtfulness; gift, (small) present"
auswirken,"auswirken (weak, third-person singular present wirkt aus, past tense wirkte aus, past participle ausgewirkt, auxiliary haben); to affect, impact (have an effect on)"
abstrakt,"abstrakt (strong nominative masculine singular abstrakter, comparative abstrakter, superlative am abstraktesten); abstract"
Beschluss,"Beschluss m (strong, genitive Beschlusses, plural Beschlüsse); decision (choice, judgement)"
aufbringen,"aufbringen (irregular weak, third-person singular present bringt auf, past tense brachte auf, past participle aufgebracht, past subjunctive brächte auf, auxiliary haben); to find, muster, summon up; to exasperate, get angry; to anger; (colloquial) to get (a door etc.) open; to open (by putting in considerable effort); (dated) to raise (a child, animal etc.)"
Absicht,"Absicht f (genitive Absicht, plural Absichten); intention; intent"
vorgehen,"vorgehen (class 7 strong, third-person singular present geht vor, past tense ging vor, past participle vorgegangen, auxiliary sein); (intransitive) to proceed (forward); (intransitive) to take precedence; to come first; (intransitive) to happen; to go on; (intransitive, of a clock) to run fast"
Zeitschrift,"Zeitschrift f (genitive Zeitschrift, plural Zeitschriften); magazine (published in regular intervals); periodical; (obsolete) chronogram"
vollkommen,"vollkommen (strong nominative masculine singular vollkommener, comparative vollkommener, superlative am vollkommensten); perfect (fitting its definition precisely); complete"
unendlich,"unendlich (strong nominative masculine singular unendlicher, not comparable); infinite; (intensifier) extraordinary"
zutreffen,"zutreffen (class 4 strong, third-person singular present trifft zu, past tense traf zu, past participle zugetroffen, past subjunctive träfe zu, auxiliary haben); to apply to, be applicable to [+ auf (object)]"
voneinander,"voneinander; from / of one another, from / of each other"
Griff,"Griff m (strong, genitive Griffes or Griffs, plural Griffe); grip, grasp; (figurative) reach; handle"
Feind,"Feind m (strong, genitive Feindes or Feinds, plural Feinde, feminine Feindin); enemy, fiend, foe (male or of unspecified gender)"
eintreffen,"eintreffen (class 4 strong, third-person singular present trifft ein, past tense traf ein, past participle eingetroffen, past subjunctive träfe ein, auxiliary sein); to arrive; to come true"
Geschlecht,"Geschlecht n (strong, genitive Geschlechts or Geschlechtes, plural Geschlechter or (obsolete) Geschlechte); sex; gender; (grammar) gender; sex organ; genus, type, race; lineage, generation, family; dynasty, house"
Erweiterung,"Erweiterung f (genitive Erweiterung, plural Erweiterungen); extension, expansion; addon/add-on"
erlernen,"erlernen (weak, third-person singular present erlernt, past tense erlernte, past participle erlernt, auxiliary haben); (transitive) to learn (to the point of being an expert)"
geheim,"geheim (strong nominative masculine singular geheimer, comparative geheimer, superlative am geheimsten); secret, clandestine; (obsolete) familiar, dear; (obsolete) homely, cozy; (obsolete) tame, domesticated"
Flüchtling,"Flüchtling m (strong, genitive Flüchtlings, plural Flüchtlinge, feminine (archaic) Flüchtlingin); refugee; fugitive, escapee"
