Word,Definitions
abwerfen,"abwerfen (class 3 strong, third-person singular present wirft ab, past tense warf ab, past participle abgeworfen, past subjunctive würfe ab, auxiliary haben); (transitive) to throw down, to let fall, drop (from a height); (transitive) to throw off (e.g. a yoke, a rider); (transitive) to shed (leaves, antlers etc.); (transitive, sports) to hit with the ball; (soccer, of goalkeeper) to throw (the ball); to discard (a playing card); (transitive, sports) to knock down, knock off (e.g. a bar in the high jump); (transitive, finance) to get money from"
Abzug,"Abzug m (strong, genitive Abzuges or Abzugs, plural Abzüge); (of a gun) trigger; drawback; deduction; subtraction; hood, fume hood (covering of a vent to suck away smoke or fumes); (photography) print, copy"
ächzen,"ächzen (weak, third-person singular present ächzt, past tense ächzte, past participle geächzt, auxiliary haben); (of people) to groan; (of things) to creak"
Adel,"Adel m (strong, genitive Adels, no plural); (collective) nobility"
Ader,"Ader f (genitive Ader, plural Adern, diminutive Äderlein n); blood vessel; a vein of metallic ore that lies within definite boundaries, or within a fissure; gift, disposition"
adoptieren,"adoptieren (weak, third-person singular present adoptiert, past tense adoptierte, past participle adoptiert, auxiliary haben); to adopt (a child)"
abheben,"abheben (class 6 strong, third-person singular present hebt ab, past tense hob ab or (archaic) hub ab, past participle abgehoben, past subjunctive höbe ab or (archaic) hübe ab, auxiliary haben); (intransitive) to lift off; (telephony, pick up the receiver) to answer; (transitive, banking, of bank accounts) to withdraw; (card games) to cut; (intransitive) to lose touch with reality; (reflexive) to be dissimilar to, differ from (von); (with auf) to intend to betoken, to have in mind"
abhören,"abhören (weak, third-person singular present hört ab, past tense hörte ab, past participle abgehört, auxiliary haben); to inspect, explore something by listening; (medicine) to auscultate; (espionage) to tap, wiretap, to record or listen to in secret; to listen to a recording (in an organised way, so as to determine the content, transcribe it, etc.); to test learned information (e.g. vocabulary) orally"
abkriegen,"abkriegen (weak, third-person singular present kriegt ab, past tense kriegte ab, past participle abgekriegt, auxiliary haben); (colloquial) to get; (colloquial) to pull (someone), to pick up; (colloquial) to get off, remove"
Abkürzung,"Abkürzung f (genitive Abkürzung, plural Abkürzungen), used with für, less commonly von; abbreviation; shortcut"
ablegen,"ablegen (weak, third-person singular present legt ab, past tense legte ab, past participle abgelegt, auxiliary haben); to take off; to put aside; take (an exam, an oath); to make (a confession); (intransitive, nautical) to set sail; to depart; to cast off [auxiliary haben]"
ablenken,"ablenken (weak, third-person singular present lenkt ab, past tense lenkte ab, past participle abgelenkt, auxiliary haben); (transitive) to divert; (transitive) to distract"
Alarmanlage,"Alarmanlage f (genitive Alarmanlage, plural Alarmanlagen); burglar alarm, alarm system"
Alarmstufe,"Alarmstufe f (genitive Alarmstufe, plural Alarmstufen); alert level"
Ablenkung,"Ablenkung f (genitive Ablenkung, plural Ablenkungen); diversion; distraction"
Abmachung,"Abmachung f (genitive Abmachung, plural Abmachungen); deal, bargain, agreement, arrangement"
allerseits,"allerseits; everybody, by everybody, to everybody; on all sides, from all sides"
abreisen,"abreisen (weak, third-person singular present reist ab, past tense reiste ab, past participle abgereist, auxiliary sein); (at a voyage) to leave, depart (nach for)"
abreißen,"abreißen (class 1 strong, third-person singular present reißt ab, past tense riss ab, past participle abgerissen, auxiliary haben); to tear off; (a building) to tear down, to demolish"
Alliierter,"Alliierter m (adjectival, definite nominative der Alliierte, genitive (des) Alliierten, plural Alliierte, definite plural die Alliierten, feminine Alliierte); ally (male or of unspecified gender); (historical, chiefly in the plural) Allied power"
Alptraum,"Alptraum m (strong, genitive Alptraumes or Alptraums, plural Alpträume); Alternative spelling of Albtraum"
Alter,"Alter n (strong, genitive Alters, plural Alter); age, old age; antiquity; epoch, age"
abseits,"abseits; apart, aside"
Amateur,"Amateur m (strong, genitive Amateurs, plural Amateure, feminine Amateurin); amateur"
Ameise,"Ameise f (genitive Ameise, plural Ameisen, diminutive Ameischen n or Ameislein n); ant"
amüsant,"amüsant (strong nominative masculine singular amüsanter, comparative amüsanter, superlative am amüsantesten); (somewhat formal) amusing, fun"
anbringen,"anbringen (irregular weak, third-person singular present bringt an, past tense brachte an, past participle angebracht, past subjunctive brächte an, auxiliary haben); to add; to fix, to affix, to attach; to bring (something unwelcome, idea); to start (a machine); to get on (clothing)"
anrühren,"anrühren (weak, third-person singular present rührt an, past tense rührte an, past participle angerührt, auxiliary haben); to touch; to mix together, to whisk together"
Andenken,"Andenken n (strong, genitive Andenkens, plural Andenken); memory; remembrance (especially of a deceased person); memento; souvenir (something of emotional value kept as a reminder)"
ansagen,"ansagen (weak, third-person singular present sagt an, past tense sagte an, past participle angesagt, auxiliary haben); to announce"
andernfalls,"andernfalls; otherwise, or else"
Anschein,"Anschein m (strong, genitive Anscheines or Anscheins, no plural); appearance, semblance, impression"
anderswo,anderswo; elsewhere
aneinander,aneinander; together; against each other
anschnallen,"anschnallen (weak, third-person singular present schnallt an, past tense schnallte an, past participle angeschnallt, auxiliary haben); (transitive) to fasten someone's seatbelt; (reflexive) to fasten one's seatbelt; to buckle up"
anerkannt,"anerkannt (strong nominative masculine singular anerkannter, not comparable); recognized, accepted"
Anschuldigung,"Anschuldigung f (genitive Anschuldigung, plural Anschuldigungen); accusation [+ wegen (object) = against]"
anfahren,"anfahren (class 6 strong, third-person singular present fährt an, past tense fuhr an, past participle angefahren, past subjunctive führe an, auxiliary haben or sein); (intransitive) to start (driving); to hit the road; (intransitive) to approach; (transitive) to drive into, to hit; (transitive) to drive, go against; (transitive) to drive towards (a destination); (figurative, transitive) to rebuke, to snap at someone; (transitive, of machinery) to start"
Anfänger,"Anfänger m (strong, genitive Anfängers, plural Anfänger, feminine Anfängerin); agent noun of anfangen; beginner, novice"
ansprechen,"ansprechen (class 4 strong, third-person singular present spricht an, past tense sprach an, past participle angesprochen, past subjunctive spräche an, auxiliary haben); (transitive) to speak to; to address; (transitive) to appeal to; (transitive) to mention; (intransitive) (of a patient etc.) to respond (auf to + acc.)"
Anstalt,"Anstalt f (genitive Anstalt, plural Anstalten); institution, public establishment; (specifically) an institution for sanatory, educational and/or penal purposes, especially a mental hospital; (in the plural) preparations or initial steps (for some endeavour); (in the plural, colloquial) fuss, fretful behaviour, opposition"
Anflug,"Anflug m (strong, genitive Anfluges or Anflugs, plural Anflüge); (aviation) approach"
ansteckend,"ansteckend (strong nominative masculine singular ansteckender, comparative ansteckender, superlative am ansteckendsten); (pathology) contagious; (figurative) contagious"
anfühlen,"anfühlen (weak, third-person singular present fühlt an, past tense fühlte an, past participle angefühlt, auxiliary haben); (transitive) to feel (by touch); (reflexive, copulative) to feel"
anstecken,"anstecken (weak, third-person singular present steckt an, past tense steckte an, past participle angesteckt, auxiliary haben); (transitive) to infect; (reflexive, a disease) to contract (with preposition: mit); (transitive) to set fire to; (transitive) to put on (a ring); to pin on"
anstoßen,"anstoßen (class 7 strong, third-person singular present stößt an, past tense stieß an, past participle angestoßen, auxiliary haben); to push something (especially to start an avalanche effect); to clink glasses, to propose a toast; to kick off, to launch, to initiate (especially an idea); (rare) to abut, to border on something"
anstrengen,"anstrengen (weak, third-person singular present strengt an, past tense strengte an, past participle angestrengt, auxiliary haben); (reflexive) to make an effort, to work hard at something; (transitive, a lawsuit or legal proceedings) to file"
angespannt,"angespannt (strong nominative masculine singular angespannter, comparative angespannter, superlative am angespanntesten); taut, tense; (figurative) edgy, fraught"
Antenne,"Antenne f (genitive Antenne, plural Antennen); antenna"
Antlitz,"Antlitz n (strong, genitive Antlitzes, plural Antlitze); (higher register, now chiefly poetic) face, countenance, visage"
antreiben,"antreiben (class 1 strong, third-person singular present treibt an, past tense trieb an, past participle angetrieben, auxiliary haben or sein); to drive; to drive on; to propel; to incite, to impel"
Angewohnheit,"Angewohnheit f (genitive Angewohnheit, plural Angewohnheiten); habit, custom"
ängstlich,"ängstlich (strong nominative masculine singular ängstlicher, comparative ängstlicher, superlative am ängstlichsten); fearful, anxious"
Anwesen,"Anwesen n (strong, genitive Anwesens, plural Anwesen); property (piece of land with an owner)"
Anzahlung,"Anzahlung f (genitive Anzahlung, plural Anzahlungen); deposit, down payment (portion of a price paid before service/delivery as a security for the provider)"
anhaben,"anhaben (irregular, third-person singular present hat an, past tense hatte an, past participle angehabt, past subjunctive hätte an, auxiliary haben); (transitive) to wear; to have on (a piece of clothing) see usage notes; (transitive, slightly informal) to have turned on; to have on (an electronic device); (ditransitive, infinitive only, construed with indefinite pronoun) to harm, to hurt"
anzünden,"anzünden (weak, third-person singular present zündet an, past tense zündete an, past participle angezündet, auxiliary haben); (transitive) to light (anything flammable); (transitive) to strike (a match); (transitive) to set on fire, to set fire to; (transitive) to kindle (as in the process of making a camping fire or something comparable); (transitive) to torch (used when referring to arson or the destruction of vehicles by fire)"
anhängen,"anhängen (class 7 strong, third-person singular present hängt an, past tense hing an, past participle angehangen, auxiliary haben); (intransitive) to weigh on; to burden; (intransitive, higher register) to hang on; to be devoted to; to feel a sense of belonging to (a belief, idea, person, group)"
Apotheke,"Apotheke f (genitive Apotheke, plural Apotheken); pharmacy"
Anhänger,"Anhänger m (strong, genitive Anhängers, plural Anhänger, feminine Anhängerin); agent noun of anhängen"
apropos,"apropos; speaking of, apropos"
anheuern,"anheuern (weak, third-person singular present heuert an, past tense heuerte an, past participle angeheuert, auxiliary haben); (nautical, informal otherwise) to hire; (nautical, informal otherwise) to begin work"
Aquarium,"Aquarium n (strong, genitive Aquariums, plural Aquarien); aquarium"
Anker,"Anker m (strong, genitive Ankers, plural Anker); anchor"
Arabien,"Arabien n (proper noun, strong, genitive Arabiens, plural Arabien); Arabia (a peninsula between the Red Sea and the Persian Gulf)"
Anliegen,"Anliegen n (strong, genitive Anliegens, plural Anliegen); request; concern (matter of concern); application"
Ära,"Ära f (genitive Ära, plural Ären); era"
anmachen,"anmachen (weak, third-person singular present macht an, past tense machte an, past participle angemacht, auxiliary haben); to switch on, to turn on (a lamp, a stove, an electronic device, etc.); to light, to start (a fire, a candle, gas etc.);; to turn on (a person, sexually), to hit on (a person); (colloquial) to start something with (someone), to provoke (someone), to accost, (internet) to flame (approach aggressively); to dress (a salad)"
Anmarsch,"Anmarsch n (strong, genitive Anmarschs, no plural); approach, advance"
Arbeitszimmer,"Arbeitszimmer n (strong, genitive Arbeitszimmers, plural Arbeitszimmer); workroom, study, typically in a private house"
annähernd,annähernd; approximately
Archiv,"Archiv n (strong, genitive Archives or Archivs, plural Archive); archive"
Arena,"Arena f (genitive Arena, plural Arenen); (historical) arena (sand-covered centre of an amphitheatre in Antiquity); (pompous) arena (a sports or concert hall, stadium)"
anonym,"anonym (strong nominative masculine singular anonymer, not comparable); anonymous"
Armband,"Armband n (strong, genitive Armbandes or Armbands, plural Armbänder); bracelet; bangle; armlet (piece of jewellery or decoration worn on the arm)"
Aufstellung,"Aufstellung f (genitive Aufstellung, plural Aufstellungen); installation, deployment, establishment, erection; schedule, list; nomination; (Sports) lineup, line-up (collectively, the members of a team)"
Arrest,"Arrest m (strong, genitive Arrestes or Arrests, plural Arreste); arrest, confinement, detention"
arrogant,"arrogant (strong nominative masculine singular arroganter, comparative arroganter, superlative am arrogantesten); arrogant"
aufteilen,"aufteilen (weak, third-person singular present teilt auf, past tense teilte auf, past participle aufgeteilt, auxiliary haben); to divide, to divide up; to carve up"
Arroganz,"Arroganz f (genitive Arroganz, plural Arroganzen); arrogance"
Auftraggeber,"Auftraggeber m (strong, genitive Auftraggebers, plural Auftraggeber); principal; employer; client, customer"
artig,"artig (strong nominative masculine singular artiger, comparative artiger, superlative am artigsten); well-behaved, good"
auftreiben,"auftreiben (class 1 strong, third-person singular present treibt auf, past tense trieb auf, past participle aufgetrieben, auxiliary haben or sein); to bloat [auxiliary sein]; (cooking) to rise (of dough) [auxiliary sein]; to whirl up, to blow up [auxiliary haben]; (colloquial) to find, to get, to get hold of, to come by [auxiliary haben]; (colloquial) to raise (money) [auxiliary haben]"
Artillerie,"Artillerie f (genitive Artillerie, plural Artillerien); artillery (weapon); artillery (army unit)"
aufwärmen,"aufwärmen (weak, third-person singular present wärmt auf, past tense wärmte auf, past participle aufgewärmt, auxiliary haben); (transitive) to heat up, warm up; (takes a reflexive pronoun) to warm up (to prepare for an activity or physical exercise)"
Aschenbecher,"Aschenbecher m (strong, genitive Aschenbechers, plural Aschenbecher); ashtray"
aufwärts,"aufwärts; upwards, uphill; upstream"
Aspirin,"Aspirin n (strong, genitive Aspirins, no plural); aspirin"
Assistent,"Assistent m (weak, genitive Assistenten, plural Assistenten); assistant"
Astronaut,"Astronaut m (weak, genitive Astronauten, plural Astronauten, feminine Astronautin); astronaut (male or of unspecified gender)"
Auktion,"Auktion f (genitive Auktion, plural Auktionen); auction"
Asyl,"Asyl n (strong, genitive Asyls, plural Asyle); asylum (shelter, refuge); (politics) political asylum, right of asylum"
ausatmen,"ausatmen (weak, third-person singular present atmet aus, past tense atmete aus, past participle ausgeatmet, auxiliary haben); (intransitive) to breathe out, exhale; (formal) to draw one's last breath"
Atemzug,"Atemzug m (strong, genitive Atemzuges or Atemzugs, plural Atemzüge); breath (a single act of breathing in and out)"
ausbrechen,"ausbrechen (class 4 strong, third-person singular present bricht aus, past tense brach aus, past participle ausgebrochen, past subjunctive bräche aus, auxiliary sein); (prison) to break out; (in laughter, tears, etc.) to break out"
Atombombe,"Atombombe f (genitive Atombombe, plural Atombomben); atomic bomb, nuclear bomb"
Attacke,"Attacke f (genitive Attacke, plural Attacken); attack"
Attentäter,"Attentäter m (strong, genitive Attentäters, plural Attentäter, feminine Attentäterin); attacker, assassin (one who kills, or attempts to kill, for ideological reasons)"
Attentat,"Attentat n (strong, genitive Attentates or Attentats, plural Attentate); attack; assassination (killing, or attempted killing, for ideological reasons)"
ätzend,"ätzend (strong nominative masculine singular ätzender, comparative ätzender, superlative am ätzendsten); corrosive, caustic, acrid, searing; (figurative) scathing, caustic; (colloquial, figurative, somewhat dated) annoying, horrible"
ausfahren,"ausfahren (class 6 strong, third-person singular present fährt aus, past tense fuhr aus, past participle ausgefahren, past subjunctive führe aus, auxiliary haben or sein); to go out; to drive out"
Ausfahrt,"Ausfahrt f (genitive Ausfahrt, plural Ausfahrten); exit"
ausfallen,"ausfallen (class 7 strong, third-person singular present fällt aus, past tense fiel aus, past participle ausgefallen, auxiliary sein); to fail, malfunction; to be canceled; (colloquial) to turn out"
ausflippen,"ausflippen (weak, third-person singular present flippt aus, past tense flippte aus, past participle ausgeflippt, auxiliary sein); to flip; to flip out, to freak out (to go berserk or crazy)"
auferstehen,"auferstehen (irregular strong, third-person singular present ersteht auf or aufersteht, past tense erstand auf or auferstand, past participle auferstanden, past subjunctive erstände auf or erstünde auf or auferstände or auferstünde, auxiliary sein); to be resurrected; to rise from the dead"
ausführen,"ausführen (weak, third-person singular present führt aus, past tense führte aus, past participle ausgeführt, auxiliary haben) (transitive); to take out (also for a walk); to export; (also computing) to carry out, to execute; (also intransitive) to elaborate on, to explain in detail"
aufessen,"aufessen (class 5 strong, third-person singular present isst auf, past tense aß auf, past participle aufgegessen, past subjunctive äße auf, auxiliary haben); to eat up (consume completely)"
ausfüllen,"ausfüllen (weak, third-person singular present füllt aus, past tense füllte aus, past participle ausgefüllt, auxiliary haben); to fill in; to fill completely; to take up; to fill in or fill out (a form); to fill; to fulfil; to live up to (a position, task); to fulfil; to satisfy (someone, e.g. of a job)"
auffällig,"auffällig (strong nominative masculine singular auffälliger, comparative auffälliger, superlative am auffälligsten); striking, eye-catching, flashy, showy; conspicuous, noticeable"
auffinden,"auffinden (class 3 strong, third-person singular present findet auf, past tense fand auf, past participle aufgefunden, past subjunctive fände auf, auxiliary haben); to find, to locate, to discover"
ausgefallen,"ausgefallen (strong nominative masculine singular ausgefallener, comparative ausgefallener, superlative am ausgefallensten); original, fancy; unusual, exceptional"
aufgebracht,"aufgebracht (strong nominative masculine singular aufgebrachter, not comparable); upset; furious, outraged, incensed"
ausgelassen,"ausgelassen (strong nominative masculine singular ausgelassener or (rare) ausgelassner, comparative ausgelassener or (rare) ausgelassner, superlative am ausgelassensten); exuberant; lively (of people); boisterous (of children); wild (of parties); carefree"
aufgelöst,"aufgelöst (strong nominative masculine singular aufgelöster, comparative aufgelöster, superlative am aufgelöstesten); dissolved, drained; distraught, exhausted, upset"
aufhängen,"aufhängen (weak, third-person singular present hängt auf, past tense hängte auf, past participle aufgehängt, auxiliary haben); to suspend (an (“from”) + dative); to hang up (the telephone); to hang (someone); (reflexive, computing) to  crash"
auslachen,"auslachen (weak, third-person singular present lacht aus, past tense lachte aus, past participle ausgelacht, auxiliary haben); (transitive) to laugh at; (intransitive) to finish laughing"
aufrecht,"aufrecht (strong nominative masculine singular aufrechter, comparative aufrechter, superlative am aufrechtesten or (uncommon) am aufrechtsten); upright, erect, tall; yet present, not yet brought to fall; (figurative) unbowed, brave, resolute; (figurative) straightforward, honest, trustworthy"
auslassen,"auslassen (class 7 strong, third-person singular present lässt aus, past tense ließ aus, past participle ausgelassen, auxiliary haben); (transitive) to leave out, omit; (transitive) to melt (butter etc.); to render down (bacon, fat etc.); (transitive) to let out (clothes); (transitive) to vent, air (a negative feeling); (with an) to take out on; (reflexive, with über) to comment, remark on (especially, though not always, in a negative way)"
Aufruf,"Aufruf m (strong, genitive Aufrufes or Aufrufs, plural Aufrufe); call to action; roll call; (computing) call; (computing) playback (the replaying of something previously recorded, especially sound or moving images); (computing) play (an instance of watching or listening to digital media)"
ausliefern,"ausliefern (weak, third-person singular present liefert aus, past tense lieferte aus, past participle ausgeliefert, auxiliary haben); to deliver, to distribute; (law) to extradite; (software) to roll out"
Aufruhr,"Aufruhr m (strong, genitive Aufruhrs, plural (rare) Aufruhre) orAufruhr (archaic) f (genitive Aufruhr, no plural); uproar; turmoil; riot"
auslöschen,"auslöschen (weak, third-person singular present löscht aus, past tense löschte aus, past participle ausgelöscht, auxiliary haben); (transitive) to extinguish, to put out (e.g. a fire); (transitive, higher register) to turn off, to switch off; (transitive, literally or figurative) to obliterate, to wipe out, to utterly annihilate"
aufschlitzen,"aufschlitzen (weak, third-person singular present schlitzt auf, past tense schlitzte auf, past participle aufgeschlitzt, auxiliary haben); to slit open"
Aufseher,"Aufseher m (strong, genitive Aufsehers, plural Aufseher, feminine Aufseherin); A supervisor, person overseeing (the work of) others, taskmaster, foreman etc."
auspacken,"auspacken (weak, third-person singular present packt aus, past tense packte aus, past participle ausgepackt, auxiliary haben); (transitive) to unpack, to unwrap (a package, gift, etc.); (colloquial, figurative) to come clean, to tell all, to reveal all, to spill the beans"
Aufsicht,"Aufsicht f (genitive Aufsicht, plural Aufsichten); supervision, oversight"
ausrasten,"ausrasten (weak, third-person singular present rastet aus, past tense rastete aus, past participle ausgerastet, auxiliary haben or sein); (intransitive) to freak out [auxiliary sein]; (intransitive) to unlatch [auxiliary haben]; (Austria, Bavaria, Southern German, reflexive) to have a rest"
aufspüren,"aufspüren (weak, third-person singular present spürt auf, past tense spürte auf, past participle aufgespürt, auxiliary haben); to detect, trace, track down or sniff out"
ausrauben,"ausrauben (weak, third-person singular present raubt aus, past tense raubte aus, past participle ausgeraubt, auxiliary haben); (transitive) to rob, to steal (leaving nothing behind)"
ausreichend,"ausreichend (strong nominative masculine singular ausreichender, comparative ausreichender, superlative am ausreichendsten); sufficient, enough, adequate; satisfactory"
Bandit,"Bandit m (weak, genitive Banditen, plural Banditen, feminine Banditin); bandit"
ausrutschen,"ausrutschen (weak, third-person singular present rutscht aus, past tense rutschte aus, past participle ausgerutscht, auxiliary sein); to slip, to side-slip, to skid"
bange,"bange (strong nominative masculine singular banger, comparative banger or bänger, superlative am bangsten or am bängsten); Alternative form of bang"
aussagen,"aussagen (weak, third-person singular present sagt aus, past tense sagte aus, past participle ausgesagt, auxiliary haben); to state; (law) to testify"
Bankräuber,"Bankräuber m (strong, genitive Bankräubers, plural Bankräuber, feminine Bankräuberin); bank robber (male or of unspecified gender)"
Bankrott,"Bankrott m (strong, genitive Bankrottes or Bankrotts, plural Bankrotte); (now historical and else colloquial) bankruptcy; (Germany) one of any certain behaviours constituting a criminal offence for abstractly endangering an insolvency estate under § 283 StGB"
Bann,"Bann m (strong, genitive Bannes or Banns, plural Banne); jurisdiction; ban, proscription; excommunication; spell, enchantment, influence, magic, magical effect; (historical) a regiment of Hitler Youth or the SS."
barfuß,"barfuß (indeclinable, predicative only); barefoot"
Base,"Base f (genitive Base, plural Basen); (archaic) A female cousin.; (obsolete) paternal aunt"
Ausschuss,"Ausschuss m (strong, genitive Ausschusses, plural Ausschüsse); board, committee; damaged, unsaleable products; reject, waste, scrap; exit wound"
Basketball,"Basketball m (strong, genitive Basketballes or Basketballs, plural Basketbälle); basketball"
Bass,"Bass m (strong, genitive Basses, plural Bässe); (sound) bass (low spectrum of sound); (music) bass (singer; section of musical group); (music) bass, double bass (stringed instrument)"
außerirdisch,"außerirdisch (strong nominative masculine singular außerirdischer, not comparable); extraterrestrial"
Bastard,"Bastard m (strong, genitive Bastardes or Bastards, plural Bastarde, feminine Bastardin); (derogatory) bastard (person born to unmarried parents); (usually derogatory) bastard; mongrel (person born to parents considered incongruous in class, race, etc.; male or unspecified sex); (biology, zoology, botany) crossbreed, hybrid, mongrel (male or of unspecified gender)"
Bataillon,"Bataillon n (strong, genitive Bataillons, plural Bataillone); battalion"
Baumwolle,"Baumwolle f (genitive Baumwolle, plural Baumwollen); (plants) cotton; (textile) cotton"
aussprechen,"aussprechen (class 4 strong, third-person singular present spricht aus, past tense sprach aus, past participle ausgesprochen, past subjunctive spräche aus, auxiliary haben); (transitive) to pronounce (sound a word, give it a pronunciation); (reflexive) to be pronounced; to have a certain pronunciation; (transitive) to pronounce (e.g. a verdict); but not used as freely as in English; (transitive) to utter; to articulate (especially something awkward or hitherto secret); (reflexive) to declare oneself in favour of; to declare oneself for; to recommend [+ für (object)]; (intransitive) to say everything one wants to say; to finish; (reflexive) to pour one's heart out; to disbosom oneself [+ bei (object)]; (reflexive) to talk things out (resolve a problem by talking) [+ mit (object)]"
beängstigend,"beängstigend (strong nominative masculine singular beängstigender, comparative beängstigender, superlative am beängstigendsten); frightening"
Becher,"Becher m (strong, genitive Bechers, plural Becher, diminutive Becherchen n or Becherlein n); a cylindrical or slightly conical drinking vessel without a stem, typically with no handle, beaker"
ausstehen,"ausstehen (irregular strong, third-person singular present steht aus, past tense stand aus, past participle ausgestanden, past subjunctive stände aus or stünde aus, auxiliary haben or sein); (transitive) to stand, to endure [auxiliary haben]; (intransitive, of a decision, etc.) to be pending [auxiliary haben or sein]; (intransitive, of a payment) to be overdue [auxiliary haben or sein]; (intransitive) to be displayed for sale [auxiliary haben or sein]"
Becken,"Becken n (strong, genitive Beckens, plural Becken); basin, wide bowl; a swimming pool or other artificial pool; (geology) a basin, large hollow, enclosed valley; (anatomy) pelvis; (music) cymbal"
Aussterben,"Aussterben n (strong, genitive Aussterbens, plural Aussterben); gerund of aussterben"
bedauerlich,"bedauerlich (strong nominative masculine singular bedauerlicher, comparative bedauerlicher, superlative am bedauerlichsten); regrettable"
Austausch,"Austausch m (strong, genitive Austausches or Austauschs, plural Austausche or Austäusche); exchange, replacement"
Bedienung,"Bedienung f (genitive Bedienung, plural Bedienungen); service; waiter, waitress; operation"
auswendig,"auswendig (strong nominative masculine singular auswendiger, comparative auswendiger, superlative am auswendigsten); (archaic) exterior, located on the outside"
bedrücken,"bedrücken (weak, third-person singular present bedrückt, past tense bedrückte, past participle bedrückt, auxiliary haben); to depress, to oppress; to weigh down, to bear down; to pinch"
Auswirkung,"Auswirkung f (genitive Auswirkung, plural Auswirkungen); impact, implication, effect, consequence, ramification, repercussion"
Auszeichnung,"Auszeichnung f (genitive Auszeichnung, plural Auszeichnungen); (a feature that causes to stand out) distinction; award; (putting price labels on a ware) pricing"
Auszeit,"Auszeit f (genitive Auszeit, plural Auszeiten); time-out"
beerdigen,"beerdigen (weak, third-person singular present beerdigt, past tense beerdigte, past participle beerdigt, auxiliary haben); to bury (the deceased); (by extension) to deep six"
befassen,"befassen (weak, third-person singular present befasst, past tense befasste, past participle befasst, auxiliary haben); (reflexive, with preposition: mit) to attend to, to deal with, to engage oneself in, to delve into; (transitive, officialese) to give someone the task to deal with something; (regional or rare, transitive) to touch"
Automat,"Automat m or (uncommon) n (weak, genitive Automaten, plural Automaten); automaton, machine; vending machine (short for the lengthy and unusual Verkaufsautomat); cashpoint, cash machine (short for Geldautomat)"
Befehlshaber,"Befehlshaber m (strong, genitive Befehlshabers, plural Befehlshaber); commander"
Autopsie,"Autopsie f (genitive Autopsie, plural Autopsien); autopsy (post-mortem examination involving dissection of the body)"
befolgen,"befolgen (weak, third-person singular present befolgt, past tense befolgte, past participle befolgt, auxiliary haben); (transitive) to observe, follow, obey (orders, laws, rules etc); to comply with or abide by"
Autorität,"Autorität f (genitive Autorität, plural Autoritäten); authority"
befördern,"befördern (weak, third-person singular present befördert, past tense beförderte, past participle befördert, auxiliary haben); to move; to convey; to transport; to carry; to promote (an employee, soldier, etc.); (somewhat dated) to promote (a development)"
Autoschlüssel,"Autoschlüssel m (strong, genitive Autoschlüssels, plural Autoschlüssel); car key, ignition key"
Beförderung,"Beförderung f (genitive Beförderung, plural Beförderungen); transportation; (work) promotion"
Axt,"Axt f (genitive Axt, plural Äxte); axe"
Befragung,"Befragung f (genitive Befragung, plural Befragungen); interrogation (act of interrogating or questioning)"
Befreiung,"Befreiung f (genitive Befreiung, plural Befreiungen); liberation; exemption"
befriedigen,"befriedigen (weak, third-person singular present befriedigt, past tense befriedigte, past participle befriedigt, auxiliary haben); (transitive) to satisfy, to gratify, to please; (transitive) to satisfy, meet (e.g. needs or requirements); (reflexive) to masturbate"
baden,"baden (weak, third-person singular present badet, past tense badete, past participle gebadet, auxiliary haben); (transitive or intransitive or reflexive) to bathe, to give a bath to or have a bath."
befugen,"befugen (weak, third-person singular present befugt, past tense befugte, past participle befugt, auxiliary haben); to authorize"
Badewanne,"Badewanne f (genitive Badewanne, plural Badewannen); bathtub"
Balance,"Balance f (genitive Balance, plural Balancen); balance"
begabt,"begabt (strong nominative masculine singular begabter, comparative begabter, superlative am begabtesten); talented, gifted"
Ballett,"Ballett n (strong, genitive Ballettes or Balletts, plural Ballette); ballet"
Ballon,"Ballon m (strong, genitive Ballons, plural Ballons or Ballone); balloon"
Begehren,"Begehren n (strong, genitive Begehrens, plural Begehren); (uncountable) gerund of begehren; desire"
Banane,"Banane f (genitive Banane, plural Bananen, diminutive Banänchen n); banana (fruit)"
begleichen,"begleichen (class 1 strong, third-person singular present begleicht, past tense beglich, past participle beglichen, auxiliary haben); (of a debt, bill, etc.) to pay, to balance; (of a dispute, etc.) to settle"
Begleitung,"Begleitung f (genitive Begleitung, plural Begleitungen); Accompaniment. It implies the need to work with, rather than for people - to ""get alongside"" people and work in true partnership with them.; The act of enabling individuals and communities to become more included and active citizens."
Berufung,"Berufung f (genitive Berufung, plural Berufungen); appointment; vocation; (law) appeal"
Begräbnis,"Begräbnis n (strong, genitive Begräbnisses, plural Begräbnisse); funeral, burial; (archaic) place of burial"
begrenzt,"begrenzt (strong nominative masculine singular begrenzter, not comparable); confined, limited, restricted; narrow"
beruhigend,"beruhigend (strong nominative masculine singular beruhigender, comparative beruhigender, superlative am beruhigendsten); calming, soothing, reassuring, comforting"
Begrüßung,"Begrüßung f (genitive Begrüßung, plural Begrüßungen); greeting, salutation"
Behälter,"Behälter m (strong, genitive Behälters, plural Behälter); container (item that can store or transport objects or materials)"
Beherrschung,"Beherrschung f (genitive Beherrschung, no plural); restraint; mastering, mastery"
Berühmtheit,"Berühmtheit f (genitive Berühmtheit, plural Berühmtheiten); (usually uncountable) fame, celebrity (state of being famous); (countable) celebrity, star (famous person)"
